,db_id,original_sql
1,tpch,"SELECT l.l_shipDATE AS l_l_shipDATE, AVG(l.l_linenumber) AS avg_l_l_linenumber, MAX(l.l_commitDATE) AS max_l_l_commitDATE, MAX(p.p_brand) AS max_p_p_brand, COUNT(l.l_shipDATE) AS count_l_l_shipDATE, l.l_linestatus AS l_l_linestatus, MAX(l.l_shipDATE) AS max_l_l_shipDATE, MAX(p.p_container) AS max_p_p_container, COUNT(p.p_brand) AS count_p_p_brand, MAX(l.l_orderkey) AS max_l_l_orderkey FROM lineitem l, part p, partsupp ps WHERE EXISTS (SELECT MAX(c_acctbal) FROM (SELECT c_acctbal, c_mktsegment FROM customer WHERE c_nationkey BETWEEN 10 AND 20 ) t GROUP BY c_mktsegment ORDER BY c_mktsegment) AND l.l_suppkey > (SELECT COUNT(*) FROM (SELECT c_address FROM customer UNION ALL SELECT s_address FROM supplier ) t) AND ps.ps_supplycost IN (SELECT DISTINCT ps_supplycost FROM partsupp UNION SELECT l_discount FROM lineitem UNION SELECT l_discount FROM (SELECT DISTINCT l_discount FROM lineitem AS l1_3 WHERE l_quantity < 15) AS subq_3) AND l.l_extendedprice = (SELECT (20 * 5) + COUNT(DISTINCT l_linenumber) FROM lineitem WHERE l_extendedprice IN (SELECT p_retailprice FROM part WHERE p_size < 15)) AND p.p_name IN (SELECT p_name FROM part WHERE p_partkey IN (SELECT l_partkey FROM lineitem WHERE l_shipdate > '1995-06-30' UNION SELECT p_partkey FROM part WHERE p_retailprice < 150) AND p_size IN (SELECT p_size FROM part JOIN partsupp ON p_partkey = ps_partkey WHERE ps_availqty < 50)) AND p.p_partkey = ps.ps_partkey AND l.l_partkey = ps.ps_partkey AND l.l_suppkey = ps.ps_suppkey AND p.p_container LIKE 'SM PKG%' AND l.l_suppkey < 9538 AND l.l_shipinstruct LIKE 'NONE%' AND l.l_shipdate > '1997-07-14' AND p.p_retailprice > 1697.2582838831686 AND ps.ps_partkey >= 67068 AND l.l_quantity <= 39.62003427125977 AND ps.ps_availqty >= 5064 AND p.p_size > 22 AND l.l_discount < 0.08084684396533358  GROUP BY l.l_shipDATE, l.l_linestatus LIMIT 50;"
2,tpch,"SELECT AVG(c.c_custkey) AS avg_c_c_custkey, p.p_name AS p_p_name, c.c_acctbal AS c_c_acctbal, AVG(c.c_nationkey) AS avg_c_c_nationkey, COUNT(p.p_comment) AS count_p_p_comment, COUNT(c.c_address) AS count_c_c_address, p.p_partkey AS p_p_partkey, MAX(p.p_comment) AS max_p_p_comment, COUNT(p.p_partkey) AS count_p_p_partkey, p.p_brand AS p_p_brand FROM customer c, part p WHERE EXISTS (SELECT DISTINCT c_mktsegment FROM customer UNION SELECT p_container FROM part UNION SELECT p_container FROM (SELECT DISTINCT p_container FROM part AS p1_1 WHERE p_size > 5) AS subq_1) AND c.c_phone IN (SELECT DISTINCT c_phone FROM customer UNION SELECT c_address FROM customer WHERE c_nationkey = 15) AND p.p_retailprice > (SELECT COUNT(DISTINCT s_suppkey) FROM supplier WHERE s_acctbal > 2000 AND (s_nationkey = 3 OR s_nationkey = 4) AND s_phone LIKE '40%') AND EXISTS (SELECT COUNT(o_orderkey) FROM (SELECT o_orderkey, o_orderstatus FROM orders JOIN customer ON o_custkey = c_custkey WHERE c_mktsegment = 'BUILDING' UNION SELECT o_orderkey, o_orderstatus FROM orders JOIN lineitem ON o_orderkey = l_orderkey WHERE l_quantity > 20 AND l_shipdate IN (SELECT l_shipdate FROM lineitem WHERE l_receiptdate < '1996-01-01')) AS subq_4 GROUP BY o_orderstatus) AND EXISTS (SELECT p_5.p_mfgr FROM part p_5 WHERE p_5.p_partkey IN (SELECT l_5.l_partkey FROM lineitem l_5 WHERE l_5.l_tax > 0.1 UNION ALL SELECT l2_5.l_partkey FROM lineitem l2_5 WHERE l2_5.l_discount < 0.2 GROUP BY l2_5.l_partkey) AND p_5.p_retailprice > 200) AND c.c_acctbal < 8911.409917992023 AND c.c_custkey >= 6586 AND c.c_name LIKE 'Customer#000021829%' AND p.p_retailprice > 1929.0718823639638 AND p.p_brand LIKE 'Brand#33%' AND p.p_type LIKE 'MEDIUM BRUSHED TIN%' AND p.p_container LIKE 'WRAP JAR%' AND p.p_mfgr LIKE 'Manufacturer#3%' AND c.c_mktsegment LIKE 'HOUSEHOLD%' AND p.p_partkey >= 106628  GROUP BY p.p_partkey, c.c_acctbal, p.p_name, p.p_brand LIMIT 100;"
3,tpch,"SELECT MIN(p.p_mfgr) AS min_p_p_mfgr, AVG(l.l_suppkey) AS avg_l_l_suppkey, l.l_shipmode AS l_l_shipmode, MAX(p.p_type) AS max_p_p_type, MIN(l.l_discount) AS min_l_l_discount, SUM(l.l_quantity) AS sum_l_l_quantity, MIN(p.p_partkey) AS min_p_p_partkey, SUM(l.l_tax) AS sum_l_l_tax, COUNT(p.p_type) AS count_p_p_type, p.p_mfgr AS p_p_mfgr FROM lineitem l, part p WHERE p.p_size > (SELECT COUNT(DISTINCT o_orderkey) FROM orders JOIN (SELECT c_custkey FROM customer WHERE c_mktsegment = 'BUILDING' UNION ALL SELECT c_custkey FROM customer WHERE c_acctbal < 500) AS cust_union_1 ON orders.o_custkey = cust_union_1.c_custkey) AND EXISTS (SELECT AVG(p_retailprice) FROM (SELECT p_retailprice, p_container FROM part WHERE p_size BETWEEN 5 AND 20 ) t GROUP BY p_container ORDER BY p_container) AND l.l_extendedprice = (SELECT COUNT(DISTINCT o_custkey) FROM (SELECT o_custkey FROM orders WHERE o_totalprice > 2000 UNION ALL SELECT c_custkey FROM customer WHERE c_acctbal < 3000) t JOIN nation ON n_nationkey = t.o_custkey) AND EXISTS (SELECT o_4.o_orderstatus FROM orders o_4 WHERE o_4.o_orderkey IN (SELECT l_4.l_orderkey FROM lineitem l_4 WHERE l_4.l_quantity < 15 UNION ALL SELECT l2_4.l_orderkey FROM lineitem l2_4 WHERE l2_4.l_extendedprice > 800 GROUP BY l2_4.l_orderkey) AND o_4.o_totalprice > 3000) AND p.p_name IN (SELECT p_name FROM part WHERE p_partkey IN (SELECT ps_partkey FROM partsupp JOIN supplier ON ps_suppkey = s_suppkey WHERE s_acctbal > 3000 UNION SELECT ps_partkey FROM partsupp JOIN supplier ON ps_suppkey = s_suppkey WHERE s_acctbal < 1000 UNION SELECT ps_partkey FROM partsupp JOIN supplier ON ps_suppkey = s_suppkey WHERE s_acctbal > 5000)) AND p.p_size > 34 AND p.p_name LIKE 'hot indian blanched powder maroon%' AND p.p_type LIKE 'PROMO PLATED COPPER%' AND p.p_retailprice >= 1104.0561615627985 AND l.l_discount = 0.0034835351033422725 AND p.p_container LIKE 'MED PKG%' AND l.l_partkey <= 89883 AND p.p_mfgr LIKE 'Manufacturer#5%' AND l.l_shipmode LIKE 'TRUCK%' AND l.l_orderkey >= 2769182  GROUP BY p.p_mfgr, l.l_shipmode LIMIT 30;"
4,tpch,"SELECT MIN(p.p_size) AS min_p_p_size, MAX(p.p_mfgr) AS max_p_p_mfgr, c.c_acctbal AS c_c_acctbal, MAX(ps.ps_partkey) AS max_ps_ps_partkey, COUNT(c.c_phone) AS count_c_c_phone, p.p_brand AS p_p_brand, l.l_commitDATE AS l_l_commitDATE, COUNT(c.c_address) AS count_c_c_address, SUM(p.p_retailprice) AS sum_p_p_retailprice, l.l_orderkey AS l_l_orderkey FROM customer c, lineitem l, part p, partsupp ps WHERE c.c_comment IN (SELECT c_comment FROM (SELECT c_comment, c_custkey FROM customer ) AS subq_1 UNION SELECT l_shipmode FROM lineitem) AND p.p_name IN (SELECT p_name FROM part WHERE p_partkey IN (SELECT ps_partkey FROM partsupp JOIN supplier ON ps_suppkey = s_suppkey WHERE s_acctbal < 2000 UNION SELECT ps_partkey FROM partsupp JOIN supplier ON ps_suppkey = s_suppkey WHERE s_acctbal > 5000 UNION SELECT ps_partkey FROM partsupp JOIN supplier ON ps_suppkey = s_suppkey WHERE s_acctbal < 1000)) AND l.l_quantity > (SELECT COUNT(DISTINCT ps_partkey) FROM partsupp WHERE ps_suppkey IN (SELECT s_suppkey FROM supplier WHERE s_acctbal > 5000 UNION SELECT s_suppkey FROM supplier WHERE s_nationkey = 1)) AND ps.ps_availqty > (SELECT COUNT(DISTINCT o_orderkey) FROM (SELECT o_orderkey FROM orders WHERE o_totalprice > 3000 UNION ALL SELECT l_orderkey FROM lineitem WHERE l_quantity < 15) t JOIN customer ON c_custkey = t.o_orderkey) AND EXISTS (SELECT p_type FROM part WHERE p_partkey IN (SELECT ps_partkey FROM partsupp WHERE ps_availqty > 50 ) UNION SELECT p_type FROM part WHERE p_partkey IN (SELECT ps_partkey FROM partsupp WHERE ps_availqty < 50 ) ORDER BY p_type) AND p.p_partkey = ps.ps_partkey AND l.l_partkey = ps.ps_partkey AND l.l_suppkey = ps.ps_suppkey AND l.l_extendedprice >= 71041.32132761132 AND l.l_orderkey = 2371178 AND l.l_shipmode LIKE 'SHIP%' AND p.p_retailprice <= 933.4346001484655 AND p.p_name LIKE 'steel ghost burnished lemon violet%' AND ps.ps_partkey = 899 AND l.l_linestatus LIKE 'F%' AND l.l_shipdate > '1993-02-27' AND ps.ps_suppkey >= 8763 AND ps.ps_supplycost <= 611.4336146400418  GROUP BY c.c_acctbal, l.l_commitDATE, l.l_orderkey, p.p_brand LIMIT 100;"
5,tpch,"SELECT COUNT(n.n_name) AS count_n_n_name, n.n_comment AS n_n_comment, MIN(s.s_address) AS min_s_s_address, s.s_name AS s_s_name, MIN(s.s_acctbal) AS min_s_s_acctbal, COUNT(s.s_comment) AS count_s_s_comment, AVG(n.n_nationkey) AS avg_n_n_nationkey, MIN(n.n_regionkey) AS min_n_n_regionkey, MAX(s.s_address) AS max_s_s_address, MIN(n.n_comment) AS min_n_n_comment FROM nation n, supplier s WHERE s.s_suppkey > (SELECT COUNT(DISTINCT s_suppkey) FROM (SELECT s_suppkey FROM supplier WHERE s_acctbal < 8000 UNION ALL SELECT ps_suppkey FROM partsupp WHERE ps_availqty > 50) t JOIN customer ON c_custkey = t.s_suppkey) AND EXISTS (SELECT AVG(l_quantity) FROM (SELECT l_quantity, l_linestatus FROM lineitem WHERE l_shipdate <= DATE '1995-12-31' ) t GROUP BY l_linestatus ORDER BY l_linestatus) AND n.n_comment IN (SELECT n_comment FROM nation WHERE n_nationkey IN (SELECT s_nationkey FROM supplier WHERE s_acctbal > 2000 ) UNION SELECT n_comment FROM nation WHERE n_nationkey IN (SELECT s_nationkey FROM supplier WHERE s_acctbal < 2000 ) ORDER BY n_comment) AND EXISTS (SELECT SUM(l_extendedprice) FROM (SELECT l_extendedprice, l_returnflag FROM lineitem JOIN orders ON l_orderkey = o_orderkey ) AS t_4 GROUP BY l_returnflag ORDER BY l_returnflag) AND EXISTS (SELECT MIN(p_retailprice) FROM (SELECT p_retailprice, p_brand FROM part WHERE p_size > 15 UNION ALL SELECT p_retailprice, p_brand FROM part WHERE p_size <= 15 GROUP BY p_retailprice, p_brand) p JOIN (SELECT s_suppkey, s_name FROM supplier) s ON p.p_retailprice = s.s_suppkey GROUP BY s.s_name) AND n.n_nationkey = s.s_nationkey AND n.n_nationkey > 8 AND n.n_nationkey < 21 AND n.n_name LIKE 'UNITED KINGDOM%' AND n.n_regionkey > 1 AND n.n_regionkey < 2 AND s.s_suppkey > 4030 AND s.s_suppkey < 5588 AND s.s_name LIKE 'Supplier#000006226%' AND s.s_nationkey > 4 AND s.s_nationkey < 5  GROUP BY s.s_name, n.n_comment LIMIT 10;"
6,tpch,"SELECT AVG(c.c_acctbal) AS avg_c_c_acctbal, r.r_regionkey AS r_r_regionkey, MIN(c.c_phone) AS min_c_c_phone, MAX(c.c_phone) AS max_c_c_phone, SUM(c.c_nationkey) AS sum_c_c_nationkey, COUNT(c.c_address) AS count_c_c_address, COUNT(c.c_comment) AS count_c_c_comment, c.c_name AS c_c_name, MAX(c.c_mktsegment) AS max_c_c_mktsegment, c.c_nationkey AS c_c_nationkey FROM customer c, region r WHERE EXISTS (SELECT DISTINCT r_name FROM region UNION SELECT p_type FROM part UNION SELECT p_type FROM (SELECT DISTINCT p_type FROM part AS p1_1 WHERE p_retailprice < 50) AS subq_1) AND r.r_regionkey > (SELECT COUNT(DISTINCT s_suppkey) FROM (SELECT s_suppkey, s_name FROM supplier WHERE s_acctbal > 5000 ) t) AND c.c_custkey > (SELECT COUNT(DISTINCT o_orderkey) FROM (SELECT o_orderkey, o_orderdate FROM orders ) t) AND EXISTS (SELECT ps_supplycost FROM (SELECT ps_supplycost, ps_partkey FROM partsupp WHERE ps_partkey = 7 ) AS subq_4 WHERE ps_partkey > 6 ORDER BY ps_partkey) AND r.r_regionkey = (SELECT COUNT(DISTINCT p_type) FROM part JOIN (SELECT ps_partkey FROM partsupp UNION ALL SELECT ps_partkey FROM partsupp WHERE ps_availqty > 100) AS partsupp_union_5 ON part.p_partkey = partsupp_union_5.ps_partkey) AND c.c_custkey > 1095 AND c.c_custkey < 98957 AND c.c_name LIKE 'Customer#000020385%' AND c.c_nationkey > 9 AND c.c_nationkey < 18 AND c.c_acctbal > 1532.3108363997578 AND c.c_acctbal < 6069.356304318143 AND c.c_mktsegment LIKE 'HOUSEHOLD%' AND r.r_regionkey > 0 AND r.r_regionkey < 1  GROUP BY r.r_regionkey, c.c_name, c.c_nationkey LIMIT 50;"
7,tpch,"SELECT MAX(l.l_shipinstruct) AS max_l_l_shipinstruct, COUNT(l.l_tax) AS count_l_l_tax, MAX(l.l_orderkey) AS max_l_l_orderkey, MAX(l.l_partkey) AS max_l_l_partkey, COUNT(p.p_brand) AS count_p_p_brand, MIN(l.l_linenumber) AS min_l_l_linenumber, COUNT(l.l_suppkey) AS count_l_l_suppkey, p.p_container AS p_p_container, p.p_comment AS p_p_comment, COUNT(l.l_returnflag) AS count_l_l_returnflag FROM lineitem l, part p WHERE EXISTS (SELECT l_returnflag FROM (SELECT l_returnflag FROM lineitem WHERE l_orderkey IN (SELECT o_orderkey FROM orders WHERE o_orderdate > '1996-12-31' ) UNION ALL SELECT l_returnflag FROM lineitem WHERE l_discount > 0.05) t GROUP BY l_returnflag ORDER BY l_returnflag) AND p.p_retailprice = (SELECT COUNT(DISTINCT o_orderkey) FROM orders JOIN (SELECT l_orderkey FROM lineitem WHERE l_quantity > 10 UNION ALL SELECT l_orderkey FROM lineitem WHERE l_discount < 0.05) AS subq_2 ON orders.o_orderkey = subq_2.l_orderkey) AND EXISTS (SELECT DISTINCT s_name FROM supplier UNION SELECT p_name FROM part UNION SELECT p_name FROM (SELECT DISTINCT p_name FROM part AS p1_3 WHERE p_size > 10) AS subq_3) AND l.l_quantity > (SELECT COUNT(*) FROM (SELECT r_name FROM region UNION ALL SELECT n_name FROM nation ) t) AND p.p_partkey = (SELECT COUNT(DISTINCT p_partkey) FROM (SELECT p_partkey, p_retailprice FROM part WHERE p_container = 'SM BOX' ) t) AND l.l_shipmode LIKE 'RAIL%' AND l.l_partkey > 25112 AND l.l_shipdate < '1996-07-19' AND p.p_container LIKE 'JUMBO CAN%' AND l.l_receiptdate < '1995-05-13' AND p.p_name LIKE 'thistle sandy deep light rose%' AND p.p_type LIKE 'LARGE POLISHED STEEL%' AND l.l_quantity >= 13.407070422686271 AND l.l_orderkey > 4253144 AND p.p_size <= 31  GROUP BY p.p_container, p.p_comment LIMIT 100;"
8,tpch,"SELECT COUNT(l.l_quantity) AS count_l_l_quantity, AVG(l.l_extendedprice) AS avg_l_l_extendedprice, COUNT(s.s_name) AS count_s_s_name, l.l_quantity AS l_l_quantity, MAX(l.l_shipinstruct) AS max_l_l_shipinstruct, MAX(s.s_acctbal) AS max_s_s_acctbal, MIN(l.l_shipmode) AS min_l_l_shipmode, MIN(s.s_comment) AS min_s_s_comment, AVG(l.l_discount) AS avg_l_l_discount, MIN(l.l_receiptDATE) AS min_l_l_receiptDATE FROM lineitem l, supplier s WHERE l.l_orderkey = (SELECT COUNT(DISTINCT p_partkey) FROM part JOIN (SELECT ps_partkey FROM partsupp WHERE ps_availqty > 100 UNION ALL SELECT ps_partkey FROM partsupp WHERE ps_supplycost > 20) AS subq_1 ON part.p_partkey = subq_1.ps_partkey) AND l.l_linenumber = (SELECT COUNT(DISTINCT n_nationkey) FROM nation JOIN (SELECT c_nationkey FROM customer WHERE c_acctbal > 5000 UNION ALL SELECT c_nationkey FROM customer WHERE c_mktsegment = 'AUTOMOBILE') AS subq_2 ON nation.n_nationkey = subq_2.c_nationkey) AND EXISTS (SELECT DISTINCT c_mktsegment FROM customer UNION SELECT DISTINCT r_name FROM region WHERE r_regionkey = 1 UNION SELECT DISTINCT p_brand FROM part WHERE p_size > 12) AND s.s_acctbal > (SELECT COUNT(DISTINCT s_suppkey) FROM supplier WHERE s_acctbal BETWEEN 1500 AND 2500 AND (s_nationkey = 5 OR s_nationkey = 6) AND s_phone LIKE '70%') AND l.l_quantity = (SELECT COUNT(DISTINCT l_returnflag) FROM lineitem JOIN (SELECT o_orderkey FROM orders UNION ALL SELECT o_orderkey FROM orders WHERE o_orderstatus = 'F') AS order_union_5 ON lineitem.l_orderkey = order_union_5.o_orderkey) AND l.l_commitdate < '1994-01-29' AND s.s_acctbal <= 7526.946519170576 AND l.l_tax > 0.029941806314093197 AND l.l_extendedprice >= 100932.79961463601 AND s.s_name LIKE 'Supplier#000003823%' AND l.l_linestatus LIKE 'O%' AND s.s_nationkey = 18 AND l.l_returnflag LIKE 'R%' AND l.l_partkey >= 77787 AND l.l_receiptdate < '1992-10-11'  GROUP BY l.l_quantity LIMIT 10;"
9,tpch,"SELECT l.l_orderkey AS l_l_orderkey, AVG(l.l_orderkey) AS avg_l_l_orderkey, AVG(l.l_discount) AS avg_l_l_discount, MIN(l.l_shipDATE) AS min_l_l_shipDATE, l.l_suppkey AS l_l_suppkey, MIN(l.l_suppkey) AS min_l_l_suppkey, MAX(l.l_discount) AS max_l_l_discount, COUNT(l.l_shipmode) AS count_l_l_shipmode, MAX(l.l_shipDATE) AS max_l_l_shipDATE, AVG(r.r_regionkey) AS avg_r_r_regionkey FROM lineitem l, region r WHERE EXISTS (SELECT MIN(p_retailprice) FROM (SELECT p_retailprice, p_brand FROM part WHERE p_size > 10 ) t GROUP BY p_brand ORDER BY p_brand) AND r.r_regionkey > (SELECT COUNT(*) FROM (SELECT s_suppkey FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation WHERE n_regionkey = 3) UNION ALL SELECT ps_suppkey FROM partsupp WHERE ps_supplycost < 300) t) AND EXISTS (SELECT SUM(l_quantity) FROM (SELECT l_quantity FROM lineitem UNION ALL SELECT l_quantity FROM lineitem) t GROUP BY l_quantity ORDER BY l_quantity) AND EXISTS (SELECT p_4.p_name FROM part p_4 WHERE p_4.p_partkey IN (SELECT ps_4.ps_partkey FROM partsupp ps_4 WHERE ps_4.ps_supplycost > 75 UNION ALL SELECT ps2_4.ps_partkey FROM partsupp ps2_4 WHERE ps2_4.ps_availqty < 50 GROUP BY ps2_4.ps_partkey) AND p_4.p_retailprice < 100) AND l.l_extendedprice = (SELECT COUNT(DISTINCT c_custkey) FROM (SELECT c_custkey FROM customer WHERE c_acctbal > 5000 UNION ALL SELECT o_custkey FROM orders WHERE o_totalprice < 1000) t JOIN nation ON n_nationkey = t.c_custkey) AND l.l_commitdate > '1994-05-27' AND l.l_suppkey >= 9071 AND r.r_name LIKE 'ASIA%' AND l.l_linenumber >= 6 AND l.l_returnflag LIKE 'A%' AND r.r_regionkey < 1 AND l.l_shipdate <= '1993-12-08' AND l.l_shipinstruct LIKE 'DELIVER IN PERSON%' AND l.l_orderkey = 358090 AND l.l_quantity >= 28.96749098286214  GROUP BY l.l_suppkey, l.l_orderkey LIMIT 30;"
10,tpch,"SELECT COUNT(p.p_partkey) AS count_p_p_partkey, MAX(p.p_size) AS max_p_p_size, MIN(p.p_name) AS min_p_p_name, MAX(p.p_retailprice) AS max_p_p_retailprice, p.p_type AS p_p_type, MAX(p.p_name) AS max_p_p_name, AVG(p.p_partkey) AS avg_p_p_partkey, SUM(p.p_retailprice) AS sum_p_p_retailprice, SUM(p.p_partkey) AS sum_p_p_partkey, SUM(p.p_size) AS sum_p_p_size FROM part p WHERE EXISTS (SELECT r_1.r_comment FROM region r_1 WHERE r_1.r_regionkey IN (SELECT n_1.n_regionkey FROM nation n_1 WHERE n_1.n_name = 'CANADA' UNION ALL SELECT n2_1.n_regionkey FROM nation n2_1 WHERE n2_1.n_nationkey > 5 GROUP BY n2_1.n_regionkey) AND r_1.r_regionkey <> 2) AND EXISTS (SELECT DISTINCT o_comment FROM orders UNION SELECT DISTINCT s_comment FROM supplier WHERE s_nationkey = 6 UNION SELECT DISTINCT l_comment FROM lineitem WHERE l_quantity > 30) AND p.p_partkey > (SELECT COUNT(DISTINCT s_suppkey) FROM supplier WHERE s_acctbal < 1000 AND (s_nationkey = 1 OR s_nationkey = 2) AND s_phone LIKE '10%') AND EXISTS (SELECT p_4.p_mfgr FROM part p_4 WHERE p_4.p_partkey IN (SELECT l_4.l_partkey FROM lineitem l_4 WHERE l_4.l_tax > 0.1 UNION ALL SELECT l2_4.l_partkey FROM lineitem l2_4 WHERE l2_4.l_discount < 0.2 GROUP BY l2_4.l_partkey) AND p_4.p_retailprice > 200) AND EXISTS (SELECT COUNT(l_quantity) FROM (SELECT l_quantity, l_returnflag FROM lineitem WHERE l_shipdate BETWEEN DATE '1996-01-01' AND DATE '1996-12-31' ) t GROUP BY l_returnflag ORDER BY l_returnflag) AND p.p_partkey > 87725 AND p.p_partkey < 170726 AND p.p_name LIKE 'khaki bisque peach salmon chartreuse%' AND p.p_mfgr LIKE 'Manufacturer#3%' AND p.p_brand LIKE 'Brand#35%' AND p.p_type LIKE 'LARGE BURNISHED BRASS%' AND p.p_size > 11 AND p.p_size < 49 AND p.p_container LIKE 'MED JAR%' AND p.p_retailprice = 1858.933353657273  GROUP BY p.p_type LIMIT 100;"
